,1.0,2.0,4.0,5.0,6.0,7.0,45.0,emotion
116,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
117,0.0,0.0,1.00819672131148,2.0,0.221052631578947,0.784810126582278,3.0,7.0
118,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
119,0.6,0.545454545454545,0.0,1.1304347826087,0.0,0.0,3.0,3.0
120,0.0,0.0,1.00819672131148,4.0,0.221052631578947,0.784810126582278,3.0,7.0
121,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.0,3.0,1.0
122,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
123,0.0,0.545454545454545,1.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,6.0
124,0.0,0.0,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,7.0
125,0.6,0.545454545454545,0.0,1.1304347826087,0.0,0.0,3.0,3.0
126,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
127,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
128,0.0,0.0,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,7.0
129,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,3.0
130,0.0,0.0,0.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,6.0
131,2.0,0.545454545454545,2.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,6.0
132,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,2.0
133,0.6,0.545454545454545,1.00819672131148,1.1304347826087,2.0,2.0,3.0,5.0
134,0.6,0.545454545454545,1.00819672131148,1.1304347826087,2.0,4.0,3.0,1.0
135,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,3.0
136,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,7.0
137,0.6,0.545454545454545,4.0,1.1304347826087,0.221052631578947,3.0,3.0,1.0
138,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,2.0
139,0.6,0.545454545454545,2.0,3.0,0.221052631578947,0.784810126582278,3.0,1.0
140,2.0,2.0,2.0,4.0,0.221052631578947,0.784810126582278,3.0,4.0
141,1.0,1.0,2.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,6.0
142,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,2.0
143,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
144,0.0,0.545454545454545,0.0,0.0,0.0,0.0,3.0,4.0
145,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,3.0
146,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
147,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
148,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
149,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
150,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.0,3.0,1.0
151,0.0,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.784810126582278,2.0,6.0
152,0.6,0.545454545454545,0.0,1.1304347826087,0.0,0.0,3.0,1.0
153,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
154,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
155,0.0,0.0,1.00819672131148,4.0,0.221052631578947,0.784810126582278,3.0,7.0
156,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,1.0
157,0.6,0.545454545454545,0.0,1.1304347826087,0.0,0.0,3.0,3.0
158,2.0,1.0,2.0,1.0,0.221052631578947,0.784810126582278,3.0,4.0
159,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,2.0
160,0.6,0.545454545454545,1.00819672131148,1.1304347826087,2.0,5.0,3.0,1.0
161,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
162,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
163,0.6,0.545454545454545,0.0,1.1304347826087,0.0,0.0,3.0,3.0
164,0.0,0.0,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,4.0
165,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.0,3.0,1.0
166,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
167,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
168,0.6,0.545454545454545,3.0,1.0,0.221052631578947,0.784810126582278,3.0,1.0
169,2.0,0.545454545454545,3.0,4.0,0.221052631578947,0.784810126582278,3.0,4.0
170,2.0,0.545454545454545,4.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,6.0
171,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
172,0.6,0.545454545454545,0.0,1.1304347826087,0.0,0.0,3.0,3.0
173,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
174,0.0,0.545454545454545,0.0,0.0,0.0,0.0,3.0,4.0
175,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
176,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.0,3.0,1.0
177,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
178,0.0,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,6.0
179,1.0,1.0,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,6.0
180,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
181,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,3.0
182,0.0,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.784810126582278,4.0,6.0
183,0.6,0.545454545454545,1.00819672131148,1.1304347826087,1.0,0.784810126582278,3.0,5.0
184,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,2.0
185,0.0,0.0,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,7.0
186,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.0,3.0,1.0
187,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
188,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,2.0
189,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,5.0
190,4.0,4.0,1.00819672131148,1.0,0.221052631578947,0.784810126582278,3.0,7.0
191,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.0,3.0,3.0
192,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
193,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
194,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.784810126582278,4.0,3.0
195,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
196,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
197,0.0,0.0,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,7.0
198,0.6,0.545454545454545,0.0,1.1304347826087,0.0,0.0,3.0,3.0
199,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
200,0.0,0.0,1.00819672131148,5.0,0.221052631578947,0.784810126582278,3.0,4.0
201,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
202,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
203,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
204,0.6,0.545454545454545,2.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,3.0
205,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,3.0
206,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
207,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
208,0.0,0.0,0.0,0.0,0.221052631578947,0.784810126582278,3.0,4.0
209,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
210,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
211,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.0,3.0,3.0
212,0.0,0.0,1.00819672131148,2.0,0.221052631578947,0.784810126582278,3.0,7.0
213,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.0,3.0,1.0
214,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
215,0.0,0.0,1.00819672131148,5.0,0.221052631578947,0.784810126582278,3.0,7.0
216,0.0,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,4.0
217,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,3.0
218,0.0,0.0,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,7.0
219,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.0,3.0,3.0
220,0.0,0.0,1.00819672131148,5.0,0.221052631578947,0.784810126582278,3.0,7.0
221,0.0,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.0,3.0,6.0
222,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
223,0.6,0.545454545454545,3.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,3.0
224,0.6,0.545454545454545,0.0,1.1304347826087,0.0,0.0,3.0,3.0
225,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.0,3.0,1.0
226,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
227,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
228,0.0,0.0,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,6.0
229,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,1.0,3.0,1.0
230,0.6,0.545454545454545,1.00819672131148,1.1304347826087,2.0,0.784810126582278,3.0,3.0
231,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,4.0
232,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
233,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
234,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
235,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
236,0.0,0.0,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,7.0
237,0.6,0.545454545454545,0.0,1.1304347826087,0.0,0.784810126582278,3.0,3.0
238,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,2.0
239,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
240,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
241,0.6,0.545454545454545,5.0,1.1304347826087,0.221052631578947,2.0,3.0,1.0
242,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
243,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
244,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.0,3.0,1.0
245,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,3.0
246,0.0,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,6.0
247,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,3.0
248,3.0,3.0,1.00819672131148,1.0,0.221052631578947,0.784810126582278,3.0,7.0
249,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
250,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.0,3.0,3.0
251,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
252,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
253,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,1.0
254,0.0,0.0,1.0,0.0,0.221052631578947,0.784810126582278,3.0,7.0
255,0.0,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,6.0
256,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
257,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
258,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.0,3.0,1.0
259,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,3.0
260,0.6,0.545454545454545,4.0,1.0,0.221052631578947,0.784810126582278,3.0,1.0
261,2.0,1.0,4.0,3.0,0.221052631578947,0.784810126582278,3.0,4.0
262,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
263,0.6,0.545454545454545,0.0,1.1304347826087,0.0,0.0,3.0,3.0
264,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
265,0.6,0.545454545454545,3.0,3.0,0.221052631578947,0.784810126582278,3.0,1.0
266,3.0,0.545454545454545,4.0,3.0,0.221052631578947,0.784810126582278,3.0,4.0
267,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,2.0
268,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,5.0,3.0,5.0
269,0.6,0.545454545454545,0.0,1.1304347826087,0.0,0.0,3.0,3.0
270,0.6,0.545454545454545,4.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,1.0
271,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
272,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,3.0
273,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
274,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
275,0.0,0.0,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,7.0
276,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,2.0
277,0.6,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,1.0
278,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,4.0,3.0,5.0
279,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
280,3.0,3.0,1.00819672131148,2.0,0.221052631578947,0.784810126582278,3.0,7.0
281,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
282,0.0,0.545454545454545,0.0,1.1304347826087,0.221052631578947,0.784810126582278,4.0,6.0
283,3.0,3.0,2.0,2.0,0.221052631578947,0.784810126582278,3.0,4.0
284,0.6,0.545454545454545,3.0,1.1304347826087,0.221052631578947,0.784810126582278,3.0,3.0
285,0.0,0.0,1.00819672131148,0.0,0.221052631578947,0.784810126582278,3.0,7.0
286,0.6,0.545454545454545,0.0,1.1304347826087,0.0,0.0,3.0,1.0
287,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.0,0.784810126582278,3.0,5.0
288,0.6,0.545454545454545,1.00819672131148,1.1304347826087,0.221052631578947,0.784810126582278,3.0,2.0
289,0.0,0.0,1.00819672131148,2.0,0.221052631578947,0.784810126582278,3.0,7.0
